record_id,train_number,train_name,origin_station_code,origin_station,destination_station_code,destination_station,journey_date,scheduled_departure,delay_minutes,train_status,delay_cause,passenger_count,occupancy_percent,platform_number,weather_condition,temperature_c,visibility_m,risk_score,risk_level,maintenance_flag,crowd_alert,anomaly_detected,eta_delay_minutes,recommended_action
3078,14402,Intercity,MAS,Chennai Central,PNBE,Patna Junction,2026-03-04,04:00,15,Delayed,Platform Change,823,60,11,Cloudy,20,378,30,Low,0,0,0,14,Monitor
3079,12641,Jan Shatabdi,BPL,Bhopal Junction,NDLS,New Delhi,2026-09-07,17:00,18,At Risk,Technical Fault,646,80,10,Rain,22,2564,33,Low,1,0,0,15,Monitor
3080,14583,Sampark Kranti,ADI,Ahmedabad Junction,GKP,Gorakhpur,2026-07-25,12:00,0,On Time,No Delay,521,83,6,Heatwave,20,3438,25,Low,1,0,0,0,Monitor
3081,14557,Shatabdi,KOTA,Kota Junction,GKP,Gorakhpur,2026-05-12,21:30,0,On Time,No Delay,1748,66,4,Rain,21,4015,24,Low,0,1,0,5,Monitor
3082,14117,Duronto,JP,Jaipur Junction,ADI,Ahmedabad Junction,2026-06-20,21:45,8,Delayed,Weather,1430,75,16,Fog,39,349,44,Medium,0,0,0,11,Notify station control
3083,12663,Garib Rath,SBC,KSR Bengaluru City,BCT,Mumbai Central,2026-01-27,20:15,45,Delayed,Late Incoming Train,614,79,9,Cloudy,41,3942,41,Medium,0,0,1,41,Notify station control
3084,14232,Intercity,NDLS,New Delhi,BBS,Bhubaneswar,2026-06-15,07:15,60,At Risk,Congestion,1219,60,12,Cloudy,32,8800,45,Medium,0,0,1,70,Notify station control
3085,12765,Vande Bharat,PUNE,Pune Junction,CNB,Kanpur Central,2026-08-13,03:15,8,Delayed,Late Incoming Train,1661,98,10,Clear,39,1217,34,Low,1,1,0,16,Monitor
3086,12320,Rajdhani,VSKP,Visakhapatnam,ALD,Prayagraj Junction,2026-06-14,03:45,60,Delayed,Late Incoming Train,253,65,12,Clear,19,2919,44,Medium,0,0,1,59,Notify station control
3087,12407,Shatabdi,PUNE,Pune Junction,BBS,Bhubaneswar,2026-06-04,01:45,5,Delayed,Maintenance Work,837,67,13,Clear,28,7830,30,Low,1,0,0,9,Monitor
3088,12934,Sampark Kranti,VSKP,Visakhapatnam,JP,Jaipur Junction,2026-03-10,18:15,8,At Risk,Weather,434,65,13,Heavy Rain,29,8355,39,Low,0,0,0,4,Monitor
3089,12072,Vande Bharat,PUNE,Pune Junction,NDLS,New Delhi,2026-01-25,07:00,0,On Time,No Delay,1272,35,11,Clear,36,5427,20,Low,0,0,0,0,Monitor
3090,12827,Shatabdi,SBC,KSR Bengaluru City,BPL,Bhopal Junction,2026-09-16,22:30,25,At Risk,Crew Delay,403,81,5,Clear,43,9658,36,Low,0,0,0,20,Monitor
3091,14130,Duronto,GKP,Gorakhpur,KOTA,Kota Junction,2026-01-14,05:00,15,Delayed,Weather,1255,95,17,Fog,21,900,51,Medium,0,1,0,22,Notify station control
3092,14172,Intercity,ADI,Ahmedabad Junction,VSKP,Visakhapatnam,2026-05-18,12:45,0,Completed,No Delay,1753,80,8,Heatwave,31,1341,31,Low,1,1,0,7,Monitor
3093,13290,Sampark Kranti,BCT,Mumbai Central,BBS,Bhubaneswar,2026-06-09,21:15,0,Completed,No Delay,705,74,3,Rain,17,9240,25,Low,0,0,0,0,Monitor
3094,13043,Express,VSKP,Visakhapatnam,MAS,Chennai Central,2026-03-28,07:00,0,On Time,No Delay,1212,87,2,Rain,30,8399,26,Low,1,0,0,5,Monitor
3095,14224,Express,SDAH,Sealdah,SBC,KSR Bengaluru City,2026-05-03,23:45,45,Delayed,Congestion,524,38,5,Clear,21,1431,38,Low,0,0,0,43,Monitor
3096,14421,Intercity,BPL,Bhopal Junction,PUNE,Pune Junction,2026-06-07,22:30,45,Delayed,Weather,450,79,15,Heavy Rain,28,7937,53,Medium,0,0,0,48,Notify station control
3097,14137,Rajdhani,BPL,Bhopal Junction,LKO,Lucknow Charbagh,2026-03-19,02:45,25,Delayed,Late Incoming Train,1074,79,16,Clear,17,7297,39,Low,0,0,0,29,Monitor
3098,13299,Rajdhani,BBS,Bhubaneswar,SBC,KSR Bengaluru City,2026-01-16,22:45,0,On Time,No Delay,1402,56,1,Rain,43,9208,18,Low,0,0,0,0,Monitor
3099,12367,Duronto,ALD,Prayagraj Junction,PUNE,Pune Junction,2026-04-08,19:15,20,At Risk,Weather,324,61,2,Cloudy,20,3305,28,Low,0,0,0,25,Monitor
3100,12884,Garib Rath,MAS,Chennai Central,PNBE,Patna Junction,2026-03-10,09:45,30,At Risk,Congestion,1667,67,10,Rain,38,4939,36,Low,0,1,1,30,Monitor
3101,14140,Rajdhani,VSKP,Visakhapatnam,CSTM,Mumbai CSMT,2026-08-14,19:15,0,On Time,No Delay,973,51,9,Clear,18,394,22,Low,0,0,0,7,Monitor
3102,13211,Jan Shatabdi,SBC,KSR Bengaluru City,BBS,Bhubaneswar,2026-01-20,02:15,0,On Time,No Delay,1419,84,7,Storm,43,786,41,Medium,1,0,1,10,Notify station control
3103,12511,Duronto,PNBE,Patna Junction,CSTM,Mumbai CSMT,2026-06-25,23:00,999,Cancelled,Late Incoming Train,408,64,2,Clear,19,6669,100,Critical,0,0,1,999,Escalate to operations command
3104,12641,Intercity,KOTA,Kota Junction,SBC,KSR Bengaluru City,2026-09-09,00:00,0,On Time,No Delay,1219,88,10,Storm,23,4065,42,Medium,1,0,0,0,Notify station control
3105,12408,Rajdhani,MAS,Chennai Central,BPL,Bhopal Junction,2026-07-14,21:45,0,On Time,No Delay,1332,94,17,Clear,38,2228,28,Low,0,1,1,4,Monitor
3106,12025,Shatabdi,PNBE,Patna Junction,SBC,KSR Bengaluru City,2026-09-04,09:00,30,Delayed,Crew Delay,1153,73,12,Clear,16,3791,37,Low,1,0,0,38,Monitor
3107,14273,Sampark Kranti,KOTA,Kota Junction,BPL,Bhopal Junction,2026-02-19,08:00,12,At Risk,Congestion,319,75,9,Cloudy,33,7288,30,Low,1,0,0,14,Monitor
3108,14438,Superfast,CNB,Kanpur Central,NGP,Nagpur Junction,2026-08-06,04:30,20,Delayed,Signal Failure,383,75,2,Rain,40,7866,33,Low,1,0,1,20,Monitor
3109,12117,Duronto,BBS,Bhubaneswar,LKO,Lucknow Charbagh,2026-06-11,20:00,0,On Time,No Delay,1650,84,6,Clear,44,8080,26,Low,0,1,0,6,Monitor
3110,14174,Superfast,PUNE,Pune Junction,NDLS,New Delhi,2026-09-07,18:00,40,Delayed,Platform Change,1141,55,15,Clear,18,4194,38,Low,0,0,1,47,Monitor
3111,12253,Vande Bharat,VSKP,Visakhapatnam,LKO,Lucknow Charbagh,2026-04-15,23:15,60,Delayed,Platform Change,1725,42,1,Clear,33,9775,44,Medium,0,1,1,56,Notify station control
3112,14250,Garib Rath,MAS,Chennai Central,HWH,Howrah Junction,2026-06-13,10:00,20,Delayed,Weather,1479,79,12,Clear,23,4409,31,Low,1,0,0,20,Monitor
3113,12872,Garib Rath,LKO,Lucknow Charbagh,ALD,Prayagraj Junction,2026-03-27,18:15,0,On Time,No Delay,1348,79,8,Cloudy,40,5674,30,Low,0,0,0,7,Monitor
3114,12285,Express,CNB,Kanpur Central,CSTM,Mumbai CSMT,2026-08-01,21:30,60,At Risk,Crew Delay,1286,83,2,Clear,25,9129,49,Medium,0,0,1,67,Notify station control
3115,12363,Superfast,PUNE,Pune Junction,CNB,Kanpur Central,2026-07-04,05:45,10,Delayed,Platform Change,314,78,9,Clear,24,6805,28,Low,0,0,1,7,Monitor
3116,14369,Sampark Kranti,LKO,Lucknow Charbagh,BCT,Mumbai Central,2026-07-23,13:00,45,Delayed,Weather,835,73,7,Storm,42,8045,56,Medium,1,0,0,55,Notify station control
3117,13010,Shatabdi,KOTA,Kota Junction,BPL,Bhopal Junction,2026-06-15,09:45,90,Delayed,Weather,1624,49,3,Clear,29,7715,54,Medium,0,1,1,95,Notify station control
3118,13206,Jan Shatabdi,VSKP,Visakhapatnam,NDLS,New Delhi,2026-04-06,14:30,40,At Risk,Late Incoming Train,1657,80,17,Rain,35,3426,41,Medium,0,1,0,46,Notify station control
3119,12293,Superfast,JP,Jaipur Junction,CSTM,Mumbai CSMT,2026-06-05,14:15,15,Delayed,Signal Failure,352,88,13,Cloudy,19,6685,35,Low,1,0,0,12,Monitor
3120,14442,Garib Rath,NDLS,New Delhi,CSTM,Mumbai CSMT,2026-05-19,06:15,0,On Time,No Delay,1045,70,9,Fog,43,810,37,Low,0,0,1,0,Monitor
3121,13043,Jan Shatabdi,PUNE,Pune Junction,PNBE,Patna Junction,2026-09-11,18:15,0,On Time,No Delay,1666,79,3,Cloudy,22,9826,25,Low,0,1,0,0,Monitor
3122,12051,Intercity,PNBE,Patna Junction,MAS,Chennai Central,2026-01-02,00:15,20,Delayed,Maintenance Work,1609,65,3,Clear,15,9596,27,Low,0,1,0,15,Monitor
3123,13253,Shatabdi,MAS,Chennai Central,VSKP,Visakhapatnam,2026-01-05,23:30,5,Delayed,Late Incoming Train,1011,79,3,Cloudy,26,2653,30,Low,0,0,0,15,Monitor
3124,12198,Shatabdi,MAS,Chennai Central,BPL,Bhopal Junction,2026-03-16,02:45,0,On Time,No Delay,1355,63,4,Fog,25,286,34,Low,0,0,0,1,Monitor
3125,12349,Duronto,BPL,Bhopal Junction,NGP,Nagpur Junction,2026-08-15,09:30,0,On Time,No Delay,1790,82,4,Cloudy,40,1093,31,Low,0,1,0,10,Monitor
3126,14429,Garib Rath,BPL,Bhopal Junction,NDLS,New Delhi,2026-02-05,06:15,0,Completed,No Delay,723,93,4,Heatwave,29,5599,27,Low,1,1,0,9,Monitor
3127,12735,Sampark Kranti,HWH,Howrah Junction,CNB,Kanpur Central,2026-05-18,23:45,18,Delayed,Maintenance Work,767,79,8,Clear,28,6008,31,Low,0,0,1,22,Monitor
3128,14572,Duronto,BPL,Bhopal Junction,ALD,Prayagraj Junction,2026-01-06,16:30,0,Completed,No Delay,1650,77,15,Clear,35,3456,29,Low,0,1,1,0,Monitor
3129,12647,Superfast,KOTA,Kota Junction,NGP,Nagpur Junction,2026-04-11,18:30,0,Completed,No Delay,214,81,3,Rain,22,10000,30,Low,0,0,0,6,Monitor
3130,12274,Intercity,PUNE,Pune Junction,NDLS,New Delhi,2026-05-11,04:00,0,On Time,No Delay,1179,78,2,Cloudy,24,5050,25,Low,1,0,0,6,Monitor
3131,12182,Vande Bharat,NDLS,New Delhi,MAS,Chennai Central,2026-02-26,00:00,120,Delayed,Maintenance Work,329,76,14,Clear,14,5019,68,High,0,0,1,117,Reallocate platform and crew
3132,14463,Sampark Kranti,JP,Jaipur Junction,VSKP,Visakhapatnam,2026-06-23,13:45,15,Delayed,Signal Failure,1257,100,10,Clear,31,7371,37,Low,0,1,0,19,Monitor
3133,12580,Rajdhani,SDAH,Sealdah,SBC,KSR Bengaluru City,2026-03-20,06:45,0,Completed,No Delay,725,74,3,Cloudy,14,5988,30,Low,0,0,0,7,Monitor
3134,14102,Intercity,GKP,Gorakhpur,BCT,Mumbai Central,2026-02-15,11:15,0,On Time,No Delay,1188,82,5,Cloudy,36,4237,27,Low,1,0,0,1,Monitor
3135,14162,Rajdhani,BCT,Mumbai Central,LKO,Lucknow Charbagh,2026-04-18,05:45,0,On Time,No Delay,1608,100,13,Cloudy,18,7871,31,Low,0,1,0,0,Monitor
3136,14430,Duronto,JP,Jaipur Junction,SBC,KSR Bengaluru City,2026-09-07,14:15,60,Delayed,Technical Fault,441,77,11,Rain,15,7273,53,Medium,0,0,1,61,Notify station control
3137,12010,Garib Rath,SDAH,Sealdah,ADI,Ahmedabad Junction,2026-05-03,17:30,999,Cancelled,Maintenance Work,924,100,8,Clear,30,1220,100,Critical,0,1,1,999,Escalate to operations command
3138,12675,Express,MAS,Chennai Central,BCT,Mumbai Central,2026-01-19,17:00,0,On Time,No Delay,427,59,1,Clear,22,4730,20,Low,0,0,0,1,Monitor
3139,12733,Rajdhani,GKP,Gorakhpur,KOTA,Kota Junction,2026-06-17,21:30,75,Delayed,Signal Failure,1673,59,13,Rain,30,5079,52,Medium,0,1,1,82,Notify station control
3140,13124,Express,SDAH,Sealdah,SBC,KSR Bengaluru City,2026-08-16,10:00,45,Delayed,Congestion,1599,72,14,Cloudy,40,5104,41,Medium,1,1,0,44,Notify station control
3141,12447,Duronto,CSTM,Mumbai CSMT,PUNE,Pune Junction,2026-06-06,06:00,90,At Risk,Weather,461,91,6,Clear,16,7252,63,Medium,1,1,1,86,Notify station control
3142,14110,Garib Rath,ADI,Ahmedabad Junction,GKP,Gorakhpur,2026-02-06,08:00,0,On Time,No Delay,1614,56,8,Clear,35,5512,22,Low,0,1,0,10,Monitor
3143,12767,Intercity,JP,Jaipur Junction,KOTA,Kota Junction,2026-08-15,20:45,20,At Risk,Crew Delay,319,87,12,Clear,20,3873,39,Low,0,0,0,29,Monitor
3144,14041,Jan Shatabdi,SBC,KSR Bengaluru City,BCT,Mumbai Central,2026-04-21,00:15,0,On Time,No Delay,1062,69,12,Clear,23,6663,29,Low,0,0,1,0,Monitor
3145,13068,Shatabdi,BBS,Bhubaneswar,ALD,Prayagraj Junction,2026-07-04,19:00,0,Completed,No Delay,1565,68,5,Rain,44,9584,25,Low,0,1,1,1,Monitor
3146,12041,Intercity,VSKP,Visakhapatnam,LKO,Lucknow Charbagh,2026-09-17,12:45,0,On Time,No Delay,890,55,12,Heatwave,25,1887,17,Low,0,0,0,10,Monitor
3147,13172,Jan Shatabdi,HWH,Howrah Junction,CSTM,Mumbai CSMT,2026-02-12,12:15,10,Delayed,Late Incoming Train,1077,86,1,Cloudy,40,1597,35,Low,0,0,0,10,Monitor
3148,12150,Rajdhani,ADI,Ahmedabad Junction,MAS,Chennai Central,2026-06-09,07:30,0,On Time,No Delay,321,58,4,Fog,26,719,37,Low,0,0,0,10,Monitor
3149,14417,Shatabdi,SDAH,Sealdah,NGP,Nagpur Junction,2026-04-05,10:45,35,Delayed,Track Obstruction,1371,73,8,Rain,19,8436,41,Medium,0,0,1,33,Notify station control
3150,12324,Vande Bharat,CNB,Kanpur Central,SDAH,Sealdah,2026-08-05,02:00,20,At Risk,Weather,1435,53,2,Fog,24,499,43,Medium,0,0,0,23,Notify station control
3151,12699,Shatabdi,ADI,Ahmedabad Junction,NGP,Nagpur Junction,2026-05-10,11:15,60,At Risk,Maintenance Work,213,64,16,Rain,31,3728,45,Medium,0,0,1,55,Notify station control
3152,12329,Shatabdi,HWH,Howrah Junction,GKP,Gorakhpur,2026-02-08,11:00,0,On Time,No Delay,1087,60,1,Clear,44,9759,24,Low,0,0,0,10,Monitor
3153,12058,Intercity,LKO,Lucknow Charbagh,ADI,Ahmedabad Junction,2026-09-23,03:15,0,On Time,No Delay,404,59,13,Fog,36,213,36,Low,0,0,1,3,Monitor
3154,13030,Sampark Kranti,CSTM,Mumbai CSMT,LKO,Lucknow Charbagh,2026-06-22,16:30,0,On Time,No Delay,1774,52,15,Rain,40,2491,24,Low,0,1,0,0,Monitor
3155,12907,Duronto,LKO,Lucknow Charbagh,GKP,Gorakhpur,2026-03-11,05:45,0,On Time,No Delay,1170,98,5,Clear,17,9376,28,Low,0,1,1,8,Monitor
3156,12933,Garib Rath,GKP,Gorakhpur,SBC,KSR Bengaluru City,2026-01-28,17:15,0,On Time,No Delay,1638,73,2,Heatwave,26,7509,26,Low,0,1,0,4,Monitor
3157,12693,Garib Rath,NDLS,New Delhi,VSKP,Visakhapatnam,2026-03-26,07:45,0,On Time,No Delay,1183,94,17,Fog,22,251,42,Medium,0,1,0,9,Notify station control
3158,12689,Garib Rath,PUNE,Pune Junction,CNB,Kanpur Central,2026-03-11,07:30,90,Delayed,Weather,1248,89,14,Clear,30,8650,67,High,0,0,1,91,Reallocate platform and crew
3159,12558,Express,NDLS,New Delhi,SBC,KSR Bengaluru City,2026-09-16,21:45,0,On Time,No Delay,1366,86,9,Clear,29,2113,27,Low,0,0,0,10,Monitor
3160,12524,Shatabdi,LKO,Lucknow Charbagh,SDAH,Sealdah,2026-04-08,21:45,18,At Risk,Weather,248,76,10,Storm,14,2762,43,Medium,0,0,0,21,Notify station control
3161,12948,Vande Bharat,SBC,KSR Bengaluru City,GKP,Gorakhpur,2026-05-21,06:45,0,On Time,No Delay,291,85,14,Clear,21,9197,26,Low,0,0,1,7,Monitor
3162,13294,Sampark Kranti,LKO,Lucknow Charbagh,ALD,Prayagraj Junction,2026-05-26,10:30,0,Completed,No Delay,1420,85,16,Cloudy,31,5560,33,Low,0,0,0,0,Monitor
3163,14650,Express,PUNE,Pune Junction,MAS,Chennai Central,2026-07-13,07:15,120,Delayed,Weather,499,69,18,Fog,30,753,81,High,0,0,1,118,Reallocate platform and crew
3164,14305,Sampark Kranti,JP,Jaipur Junction,MAS,Chennai Central,2026-08-01,11:30,0,On Time,No Delay,1678,74,4,Clear,26,8666,23,Low,1,1,1,4,Monitor
3165,12287,Garib Rath,GKP,Gorakhpur,HWH,Howrah Junction,2026-01-15,11:15,999,Cancelled,Weather,1191,70,6,Clear,43,7247,100,Critical,0,0,1,999,Escalate to operations command
3166,12666,Vande Bharat,CNB,Kanpur Central,HWH,Howrah Junction,2026-02-11,22:15,0,On Time,No Delay,516,80,7,Clear,21,5247,30,Low,0,0,0,5,Monitor
3167,12177,Garib Rath,SDAH,Sealdah,PUNE,Pune Junction,2026-04-25,09:30,8,Delayed,Platform Change,1096,55,12,Clear,35,7390,21,Low,0,0,0,8,Monitor
3168,13263,Sampark Kranti,HWH,Howrah Junction,LKO,Lucknow Charbagh,2026-04-25,10:15,20,At Risk,Technical Fault,941,89,6,Cloudy,41,1953,41,Medium,0,0,1,24,Notify station control
3169,14329,Shatabdi,KOTA,Kota Junction,BCT,Mumbai Central,2026-04-05,00:45,10,At Risk,Late Incoming Train,1043,64,9,Rain,38,7640,28,Low,1,0,1,18,Monitor
3170,12213,Intercity,CSTM,Mumbai CSMT,GKP,Gorakhpur,2026-01-23,03:30,30,Delayed,Weather,473,79,13,Fog,38,697,51,Medium,1,0,1,27,Notify station control
3171,14487,Express,PUNE,Pune Junction,KOTA,Kota Junction,2026-02-28,03:45,0,On Time,No Delay,898,76,3,Fog,32,860,40,Medium,1,0,0,4,Notify station control
3172,13211,Garib Rath,JP,Jaipur Junction,MAS,Chennai Central,2026-09-19,20:15,0,On Time,No Delay,815,69,1,Heatwave,23,6163,21,Low,0,0,0,0,Monitor
3173,14415,Rajdhani,VSKP,Visakhapatnam,NDLS,New Delhi,2026-01-27,03:15,45,At Risk,Weather,638,92,4,Cloudy,15,784,46,Medium,0,1,1,45,Notify station control
3174,12886,Sampark Kranti,ALD,Prayagraj Junction,CNB,Kanpur Central,2026-09-14,13:45,90,Delayed,Platform Change,1766,65,8,Heatwave,17,5787,54,Medium,0,1,1,87,Notify station control
3175,12495,Sampark Kranti,BCT,Mumbai Central,JP,Jaipur Junction,2026-09-06,07:30,0,On Time,No Delay,1406,86,9,Rain,35,1054,33,Low,0,0,0,7,Monitor
3176,12869,Jan Shatabdi,GKP,Gorakhpur,PNBE,Patna Junction,2026-02-05,07:30,0,Completed,No Delay,1455,77,3,Clear,31,7159,25,Low,0,0,0,4,Monitor
3177,12145,Sampark Kranti,GKP,Gorakhpur,BPL,Bhopal Junction,2026-04-13,02:00,999,Cancelled,Signal Failure,1625,62,8,Rain,24,2581,100,Critical,0,1,1,999,Escalate to operations command
3178,14461,Rajdhani,PUNE,Pune Junction,ALD,Prayagraj Junction,2026-09-16,01:00,120,At Risk,Platform Change,511,86,17,Clear,22,8450,77,High,0,0,1,126,Reallocate platform and crew
3179,12853,Shatabdi,GKP,Gorakhpur,NGP,Nagpur Junction,2026-07-17,10:45,0,On Time,No Delay,752,35,17,Cloudy,41,6074,16,Low,0,0,1,0,Monitor
3180,14378,Superfast,VSKP,Visakhapatnam,BBS,Bhubaneswar,2026-01-08,20:45,0,On Time,No Delay,1445,72,15,Clear,38,5806,29,Low,1,0,0,1,Monitor
3181,14527,Duronto,CSTM,Mumbai CSMT,KOTA,Kota Junction,2026-04-28,12:15,0,On Time,No Delay,1786,42,13,Clear,17,6380,21,Low,0,1,0,9,Monitor
3182,12087,Vande Bharat,VSKP,Visakhapatnam,ALD,Prayagraj Junction,2026-07-26,03:15,90,Delayed,Platform Change,839,67,18,Clear,42,9221,54,Medium,0,0,1,99,Notify station control
3183,14044,Garib Rath,BCT,Mumbai Central,JP,Jaipur Junction,2026-03-06,06:00,0,On Time,No Delay,978,78,7,Clear,26,3495,30,Low,0,0,0,0,Monitor
3184,12308,Vande Bharat,JP,Jaipur Junction,MAS,Chennai Central,2026-02-06,07:15,18,Delayed,Weather,1496,90,18,Heatwave,28,9521,39,Low,0,1,0,19,Monitor
3185,14596,Vande Bharat,LKO,Lucknow Charbagh,BBS,Bhubaneswar,2026-02-08,06:45,120,At Risk,Congestion,1402,85,5,Rain,32,2426,75,High,0,0,1,119,Reallocate platform and crew
3186,13061,Garib Rath,NDLS,New Delhi,LKO,Lucknow Charbagh,2026-04-28,13:45,40,At Risk,Maintenance Work,1625,76,10,Clear,33,1582,38,Low,0,1,0,42,Monitor
3187,14419,Intercity,JP,Jaipur Junction,PUNE,Pune Junction,2026-04-23,12:00,10,Delayed,Signal Failure,1588,98,8,Clear,31,3539,39,Low,0,1,1,12,Monitor
3188,12964,Intercity,JP,Jaipur Junction,BCT,Mumbai Central,2026-02-01,12:30,0,On Time,No Delay,927,78,14,Clear,16,5535,28,Low,1,0,0,0,Monitor
3189,12522,Vande Bharat,SDAH,Sealdah,KOTA,Kota Junction,2026-02-26,01:00,0,On Time,No Delay,1702,52,11,Cloudy,36,8862,22,Low,0,1,0,1,Monitor
3190,12530,Duronto,NDLS,New Delhi,PNBE,Patna Junction,2026-05-04,00:15,15,At Risk,Maintenance Work,794,75,15,Rain,30,4183,35,Low,0,0,0,11,Monitor
3191,12820,Superfast,JP,Jaipur Junction,ADI,Ahmedabad Junction,2026-01-05,06:15,0,On Time,No Delay,726,65,16,Clear,30,5732,25,Low,0,0,1,3,Monitor
3192,12208,Sampark Kranti,PNBE,Patna Junction,SBC,KSR Bengaluru City,2026-03-08,09:00,0,On Time,No Delay,320,68,3,Clear,14,5086,26,Low,1,0,1,2,Monitor
3193,12919,Superfast,NDLS,New Delhi,MAS,Chennai Central,2026-09-15,14:45,0,On Time,No Delay,978,77,13,Cloudy,38,2883,27,Low,0,0,0,4,Monitor
3194,12289,Express,ALD,Prayagraj Junction,NGP,Nagpur Junction,2026-08-12,22:00,0,Completed,No Delay,1076,80,6,Cloudy,32,7132,24,Low,0,0,0,0,Monitor
3195,12909,Rajdhani,BCT,Mumbai Central,HWH,Howrah Junction,2026-06-05,16:00,15,At Risk,Technical Fault,613,89,4,Clear,29,7075,36,Low,0,0,0,15,Monitor
3196,14654,Rajdhani,BCT,Mumbai Central,LKO,Lucknow Charbagh,2026-01-09,04:00,30,At Risk,Signal Failure,944,80,2,Clear,30,5224,41,Medium,0,0,1,35,Notify station control
3197,12603,Jan Shatabdi,JP,Jaipur Junction,PNBE,Patna Junction,2026-04-22,06:30,90,At Risk,Technical Fault,971,77,17,Clear,41,4466,59,Medium,0,0,1,88,Notify station control
3198,12588,Shatabdi,ALD,Prayagraj Junction,BCT,Mumbai Central,2026-04-11,00:45,0,On Time,No Delay,1156,84,1,Cloudy,14,2625,27,Low,0,0,0,1,Monitor
3199,12986,Shatabdi,MAS,Chennai Central,BBS,Bhubaneswar,2026-02-13,03:30,45,At Risk,Signal Failure,1220,100,17,Cloudy,20,3041,50,Medium,0,1,0,52,Notify station control
3200,12829,Garib Rath,PUNE,Pune Junction,CNB,Kanpur Central,2026-05-21,13:30,12,Delayed,Late Incoming Train,1352,64,5,Rain,40,5336,32,Low,0,0,1,18,Monitor
3201,12708,Garib Rath,PUNE,Pune Junction,SBC,KSR Bengaluru City,2026-04-11,00:45,20,At Risk,Signal Failure,1544,58,11,Heatwave,31,1632,30,Low,0,1,0,18,Monitor
3202,13169,Rajdhani,SDAH,Sealdah,MAS,Chennai Central,2026-04-23,16:45,30,At Risk,Weather,1764,47,8,Cloudy,28,3508,29,Low,0,1,0,31,Monitor
3203,13271,Superfast,CNB,Kanpur Central,LKO,Lucknow Charbagh,2026-08-20,11:00,8,At Risk,Weather,199,74,7,Fog,31,803,40,Medium,1,0,0,18,Notify station control
3204,12851,Superfast,SBC,KSR Bengaluru City,MAS,Chennai Central,2026-05-02,23:45,0,On Time,No Delay,937,73,4,Clear,22,7423,23,Low,0,0,0,0,Monitor
3205,12736,Rajdhani,GKP,Gorakhpur,PNBE,Patna Junction,2026-02-28,14:15,0,On Time,No Delay,1794,96,14,Fog,34,141,40,Medium,1,1,0,0,Notify station control
3206,14026,Duronto,JP,Jaipur Junction,KOTA,Kota Junction,2026-08-11,04:45,0,On Time,No Delay,1512,86,8,Clear,41,7905,33,Low,0,1,0,5,Monitor
3207,12533,Rajdhani,HWH,Howrah Junction,SBC,KSR Bengaluru City,2026-04-11,01:00,999,Cancelled,Congestion,1355,85,11,Clear,41,9142,100,Critical,1,0,1,999,Escalate to operations command
3208,14461,Garib Rath,MAS,Chennai Central,SDAH,Sealdah,2026-06-03,20:00,0,On Time,No Delay,1390,100,16,Rain,25,8299,35,Low,0,1,0,3,Monitor
3209,12924,Shatabdi,MAS,Chennai Central,VSKP,Visakhapatnam,2026-08-21,19:45,15,Delayed,Weather,788,97,9,Fog,42,372,50,Medium,1,1,0,24,Notify station control
3210,14686,Duronto,KOTA,Kota Junction,SBC,KSR Bengaluru City,2026-04-01,09:15,0,On Time,No Delay,344,86,12,Clear,37,7923,25,Low,0,0,0,3,Monitor
3211,14415,Superfast,ADI,Ahmedabad Junction,JP,Jaipur Junction,2026-01-05,19:00,999,Cancelled,Late Incoming Train,1143,73,16,Rain,43,3679,100,Critical,0,0,1,999,Escalate to operations command
3212,12170,Shatabdi,PUNE,Pune Junction,NDLS,New Delhi,2026-08-18,13:15,5,At Risk,Track Obstruction,323,86,4,Clear,34,5209,27,Low,0,0,0,15,Monitor
3213,12633,Jan Shatabdi,CSTM,Mumbai CSMT,VSKP,Visakhapatnam,2026-01-26,16:15,0,On Time,No Delay,769,76,7,Rain,23,4572,29,Low,0,0,0,10,Monitor
3214,12468,Jan Shatabdi,PUNE,Pune Junction,GKP,Gorakhpur,2026-04-26,04:45,60,Delayed,Maintenance Work,1517,81,3,Clear,32,5659,52,Medium,1,1,1,55,Notify station control
3215,13229,Superfast,HWH,Howrah Junction,LKO,Lucknow Charbagh,2026-03-07,16:15,0,On Time,No Delay,805,59,14,Clear,20,9196,22,Low,0,0,0,0,Monitor
3216,14208,Garib Rath,SDAH,Sealdah,MAS,Chennai Central,2026-03-09,11:00,25,Delayed,Weather,1156,83,10,Fog,14,243,49,Medium,0,0,0,31,Notify station control
3217,12716,Rajdhani,MAS,Chennai Central,ADI,Ahmedabad Junction,2026-08-21,08:00,45,Delayed,Late Incoming Train,1674,89,3,Cloudy,22,4160,49,Medium,0,1,0,45,Notify station control
3218,12885,Garib Rath,GKP,Gorakhpur,KOTA,Kota Junction,2026-02-24,09:45,10,Delayed,Track Obstruction,1658,77,7,Cloudy,40,2663,29,Low,1,1,0,6,Monitor
3219,12645,Garib Rath,HWH,Howrah Junction,ADI,Ahmedabad Junction,2026-06-15,14:00,25,Delayed,Technical Fault,1752,69,13,Cloudy,20,5064,36,Low,0,1,0,23,Monitor
3220,14133,Sampark Kranti,ALD,Prayagraj Junction,BCT,Mumbai Central,2026-02-21,08:00,0,On Time,No Delay,1502,88,7,Rain,33,7325,29,Low,0,1,0,6,Monitor
